,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q24,Q1_Browser,Q1_Version,Q1_Operating System,Q1_Resolution,Q3,Q4,Q5,Q6,Q7,Q29,Q8,Q9,Q31,Q10,Q32_First Click,Q32_Last Click,Q32_Page Submit,Q32_Click Count,Q33_First Click,Q33_Last Click,Q33_Page Submit,Q33_Click Count,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,Q35_First Click,Q35_Last Click,Q35_Page Submit,Q35_Click Count,Q36_First Click,Q36_Last Click,Q36_Page Submit,Q36_Click Count,Q37,Path,Q30,Q32,Q33,Q41,Q36,Q39,,Q38_1    Mesa Management,Q38_2   Mackenzie Dunn,,Q32,Q27,Q28,Q29,Q31,,Q32 - Topics
10/5/2017 17:55,10/5/2017 18:14,IP Address,71.168.236.208,100,1195,TRUE,10/5/2017 18:14,R_2tfiViwstQHy8u3,,,,,39.82400513,-75.13179779,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1920x1080,47,Elephant,Male,29,White,"No, not Spanish/Hispanic/Latino",High school graduate (diploma or GED),"$50,000 to $99,999",I lean toward Democrats,8096,,,,,0,0,915.815,0,,,,,,,,,,,,,The plaintiff fell and injured her leg.,2,Yes,Yes,100000,One hundred thousand ,No,No,,,,,I think the plaintiff made a good case the stairs were unreasonably steep and dangerous. I don't buy the defendants claim that the stairs could not be altered despite the testimony of of the plaintiffs expert.,,No,No,,,
10/5/2017 17:53,10/5/2017 18:15,IP Address,24.205.161.102,100,1316,TRUE,10/5/2017 18:15,R_3KNtkWsT8zc4FiM,,,,,34.02490234,-117.8973007,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 6.1,1280x800,47,Elephant,Female,33,Other,"No, not Spanish/Hispanic/Latino","Bachelor's degree (e.g. BS, BA, or AB)","Less than $10,000",I have no preference for either party,91748,,,,,89.22,89.22,1070.324,1,,,,,,,,,,,,,The plaintiff fell and injured her leg.,2,Yes,Yes,150000,one hundred and fifty thousand,No,No,,,,,"I think that because it happened to another person before and also because of the amount of injury she suffered, it is definitely mesa's fault. Although they say they can't build the stairs a different way, it's mostly a matter of money. We should be looking out for people's safety before money. ",The defendant's insurance company,No,No,,,
10/5/2017 17:52,10/5/2017 18:15,IP Address,98.178.149.59,100,1417,TRUE,10/5/2017 18:15,R_2rpTg1HVRaCYNBK,,,,,36.09860229,-95.92880249,anonymous,EN,"Yes, I consent",Firefox,55,Macintosh,1280x800,47,Elephant,Female,38,White,"No, not Spanish/Hispanic/Latino",Some college credit,"$50,000 to $99,999",I lean toward Republicans,74105,,,,,0,0,930.2,0,,,,,,,,,,,,,The plaintiff fell and injured her leg.,2,Yes,Yes,200000,Two Hundred thousand dollars and zero cents. ,No,No,,,,,I have a set of stairs at my apartment that I have gone up and down for 18 years and have never fallen on them and feel completely safe each time i go up and down them.  I think that the defendants brining in the mechanical engineer with not really any experience in designing the stairs and then the engineer saying they were up to code due to the age they were built is not good.  Just because something is "up to code" doesn't mean they are safe.  Those stairs were grandfathered in because of the age of when they were built.  Then another resident already fell on them previously. That was enough for me to say Mesa Managment company is responsible for it not the plaintiff.    ,The defendant's insurance company,No,No,,,
10/5/2017 17:56,10/5/2017 18:15,IP Address,172.112.206.174,100,1188,TRUE,10/5/2017 18:15,R_wMD31Wj9lEizrBD,,,,,33.71099854,-118.0438004,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1366x768,47,Elephant,Male,26,Asian,"No, not Spanish/Hispanic/Latino","Bachelor's degree (e.g. BS, BA, or AB)","$100,000 to $199,999",I strongly prefer Democrats,92647,,,,,143.306,897.64,920.087,3,,,,,,,,,,,,,The plaintiff fell and injured her leg.,2,Yes,Yes,100000,One hundred thousand dollars,No,No,,,,,"I believe that something should have been done about the stares after the first person fell, but not even a danger sign to be careful was put up, this made it possible for something to happen again. I could not see that the plaintiff was negligent because I do not know if they exercised caution or not, but there is the obvious fact about the stairs.",The defendant's insurance company,No,No,,,
10/5/2017 17:58,10/5/2017 18:18,IP Address,50.82.145.162,100,1185,TRUE,10/5/2017 18:18,R_2Qhwi0smCJhaB0v,,,,,41.0249939,-91.93070221,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 6.3,1600x900,47,Elephant,Female,39,White,"No, not Spanish/Hispanic/Latino","Master's degree (e.g. MBA, MA, or MS)","$10,000 to $29,999",I strongly prefer Democrats,52537,,,,,0,0,917.468,0,,,,,,,,,,,,,The plaintiff fell and injured her leg.,2,Yes,Yes,280000,Two hundred eighty thousand,No,No,,,,,"While it is true that people often slip and fall, Mesa Management should pay for damages she sustained. Because there was a prior incident on the stairs and because they failed to fix the stairs, they are accountable.",The defendant,Yes,No,,,
10/5/2017 17:51,10/5/2017 18:18,IP Address,24.7.22.151,100,1612,TRUE,10/5/2017 18:18,R_2UaWrG8O8fnsOk3,,,,,37.54969788,-121.9620972,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Macintosh,1680x1050,47,Elephant,Female,42,Asian,"No, not Spanish/Hispanic/Latino","Bachelor's degree (e.g. BS, BA, or AB)","$100,000 to $199,999",I lean toward Democrats,94539,,,,,0,0,920.384,0,,,,,,,,,,,,,The plaintiff fell and injured her leg.,2,Yes,Yes,180000,one hundred eighty thousand ,No,No,,,,,"According to the new law passed in 2000, the angle of the stairs in the building, 44 degrees, would have failed the requirement. Although the building was constructed earlier, and there was a report of a fall, Mesa management should have taken some initiative in discussing measures to make it safer. They also should have notified the tenants and given them an option to decide if the stairs need to be re-designed. If tenants were okay with the raise in rent and felt that it was better to re-design the stairs then another accident like Ms. Dunns could have been prevented. They were negligent by not taking any action even initiating a discussion. ",The defendant's insurance company,No,Yes,"I would have awarded the 280,000$ in damages to the plantiff.",,
10/5/2017 18:06,10/5/2017 18:27,IP Address,50.5.129.131,100,1291,TRUE,10/5/2017 18:27,R_2dgMHNqGliuzwNl,,,,,39.32809448,-84.22149658,anonymous,EN,"Yes, I consent",Chrome,49.0.2623.112,Windows NT 5.1,1280x800,47,Elephant,Male,30,White,"No, not Spanish/Hispanic/Latino",Associate's degree (e.g. AA or AS),"$10,000 to $29,999",I strongly prefer Democrats,45039,,,,,144.755,183.506,965.608,2,,,,,,,,,,,,,The plaintiff fell and injured her leg.,2,Yes,Yes,150000,One hundred and fifty thousand dollars,No,No,,,,,The plaintiff was merely going about her business and I feel that the defendant could have taken significant steps to ensure that the basement was safe. The fact that someone else had a similar accident at the exact same spot is proof enough that it was unsafe.,The defendant,Yes,No,,,
10/5/2017 18:05,10/5/2017 18:28,IP Address,162.232.177.134,100,1405,TRUE,10/5/2017 18:28,R_1FbMsvNzZnxfJ7a,,,,,41.40260315,-81.83370209,anonymous,EN,"Yes, I consent",Chrome,60.0.3112.114,CrOS x86_64 9592.96.0,1920x1080,47,Elephant,Male,29,White,"No, not Spanish/Hispanic/Latino",Some college credit,"$30,000 to $49,999",I strongly prefer Democrats,44142,,,,,0,0,923.798,0,,,,,,,,,,,,,The plaintiff fell and injured her leg.,2,Yes,Yes,130000,One-hundred-and-thirty-thousand dollars.,No,No,,,,,"While it is true that many others have used the stairs without incident (her included), it does not mean that they are unfit. Also, there was no evidence that she was being reckless.",The defendant's insurance company,No,No,,,
10/5/2017 18:10,10/5/2017 18:30,IP Address,108.81.4.13,100,1203,TRUE,10/5/2017 18:30,R_40ixJQ36A6vwCqZ,,,,,35.60499573,-82.3132019,anonymous,EN,"Yes, I consent",Firefox,56,Windows NT 10.0,1600x900,47,Elephant,Male,29,White,"No, not Spanish/Hispanic/Latino",Doctorate degree (e.g. PhD or EdD),"$50,000 to $99,999",I have no preference for either party,28801,,,,,0,0,920.249,0,,,,,,,,,,,,,The plaintiff fell and injured her leg.,2,Yes,Yes,200000,Two hundred thousand,No,No,,,,,"Based on the evidence and the expert witness testimonies, it seemed more likely than not that Mesa was negligent.",The defendant's insurance company,No,No,,,
10/5/2017 18:14,10/5/2017 18:33,IP Address,70.15.163.44,100,1131,TRUE,10/5/2017 18:33,R_1Qz5IM546WtrZ5Y,,,,,40.79989624,-75.73390198,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1366x768,47,Elephant,Female,36,White,"No, not Spanish/Hispanic/Latino","Bachelor's degree (e.g. BS, BA, or AB)","$30,000 to $49,999",I lean toward Republicans,18235,,,,,921.28,921.28,922.22,1,,,,,,,,,,,,,The plaintiff fell and injured her leg.,2,Yes,Yes,150000,one hundred and fifty thousand dollars,No,No,,,,,THe apartment complex had a warning from previous resident that the steps were not made well and they did nothing,The defendant's insurance company,No,No,,,
10/5/2017 18:08,10/5/2017 18:37,IP Address,98.101.235.162,100,1725,TRUE,10/5/2017 18:37,R_3HIwbvyEW4Lm8ij,,,,,34.40209961,-80.0766983,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1366x768,47,Elephant,Female,64,Black or African American,"No, not Spanish/Hispanic/Latino",Some college credit,"$50,000 to $99,999",I lean toward Democrats,29148,,,,,0,0,947.975,0,,,,,,,,,,,,,The plaintiff fell and injured her leg.,2,Yes,Yes,280000,I think she deserve two hundred and eighty dollar and more,No,No,,,,,that the first person fall something should have been done so it would prevent this from happen again it take a lot out of her life ,,No,No,,,
10/5/2017 18:16,10/5/2017 18:39,IP Address,71.37.243.104,100,1342,TRUE,10/5/2017 18:39,R_31LE0WqFTLVnWvS,,,,,43.61210632,-116.3914948,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1366x768,47,Elephant,Female,38,White,"No, not Spanish/Hispanic/Latino","Master's degree (e.g. MBA, MA, or MS)","$50,000 to $99,999",I have no preference for either party,83634,,,,,28.848,28.848,1058.936,1,,,,,,,,,,,,,The plaintiff fell and injured her leg.,2,Yes,Yes,150000,one hundred and fifty thousand,No,No,,,,,the stairs where steeper than they should be and that was a factor in a previous accident as well.,The defendant's insurance company,No,No,,,
10/5/2017 18:20,10/5/2017 18:43,IP Address,66.66.148.164,100,1363,TRUE,10/5/2017 18:43,R_3nl5JLAaZj84feg,,,,,43.17900085,-77.55500031,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Linux x86_64,1920x1080,47,Elephant,Male,33,Black or African American,"No, not Spanish/Hispanic/Latino",Some college credit,"$10,000 to $29,999",I have no preference for either party,14621,,,,,94.444,94.444,918.763,1,,,,,,,,,,,,,The plaintiff fell and injured her leg.,2,Yes,Yes,100000,one hundred thousand,No,No,,,,,"The company should have done something about the stairs when the first guy fell. Their decision to do nothing in that case knowing it was possible for future accidents to occur leads me to believe they're either negligent or they just don't care at all. Either way, cough up those bucks boys.",The defendant's insurance company,No,Yes,I would still come to the same conclusion but it made me considered who would actually be footing the bill in this case.,,
10/5/2017 18:16,10/5/2017 18:43,IP Address,104.131.94.134,100,1606,TRUE,10/5/2017 18:43,R_27j20hfS6oirWBx,,,,,40.83259583,-74.13069916,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 6.1,1920x1080,47,Elephant,Male,28,White,"Yes, other Spanish/Hispanic/Latino","Bachelor's degree (e.g. BS, BA, or AB)","$30,000 to $49,999",I have no preference for either party,33016,,,,,0,0,966.617,0,,,,,,,,,,,,,The plaintiff fell and injured her leg.,2,Yes,Yes,60000,Damages and damages plus medical bills and recovery of the injury.,No,No,,,,,"In a working environment all factors influence a fall, from the person in charge to collect the trash to the owner of the company since he must ensure that everything is in perfect working order so that these events do not happen.",The defendant,Yes,No,,,
10/5/2017 18:21,10/5/2017 18:45,IP Address,104.152.104.33,100,1416,TRUE,10/5/2017 18:45,R_0p5lcCyfxHdZC1P,,,,,47.61450195,-122.3479996,anonymous,EN,"Yes, I consent",Chrome,56.0.2924.87,Linux x86_64,1360x768,47,Elephant,Female,30,White,"No, not Spanish/Hispanic/Latino",Doctorate degree (e.g. PhD or EdD),"$10,000 to $29,999",I strongly prefer Democrats,98102,,,,,15.161,181.132,919.927,2,,,,,,,,,,,,,The plaintiff fell and injured her leg.,2,Yes,Yes,280000,two hundred eighty thousand US dollars in total damages,No,No,,,,,I felt that the complex had reason to do something about the stairs since there was an established history of people being injured on them and since the latest thinking on construction of staircases indicates that they are unsafe.  I found that the speculation on the part of mesa management that she somehow caused her own fall to be specious at best.,The defendant's insurance company,No,No,,,
10/5/2017 18:34,10/5/2017 18:57,IP Address,76.181.9.80,100,1387,TRUE,10/5/2017 18:57,R_9slVPQS0s7nobhT,,,,,39.95530701,-82.07180023,anonymous,EN,"Yes, I consent",Safari,11,Macintosh,1440x900,47,Elephant,Female,40,White,"No, not Spanish/Hispanic/Latino","Bachelor's degree (e.g. BS, BA, or AB)","$10,000 to $29,999",I lean toward Democrats,43701,,,,,0,0,929.029,0,,,,,,,,,,,,,The plaintiff fell and injured her leg.,2,Yes,Yes,130000,one hundred thirty thousand,No,No,,,,,"The stairs are at a bad angle and need corrected, this is the second fall, that says the stairs are incorrect",,Yes,No,,,
10/5/2017 18:56,10/5/2017 19:16,IP Address,107.188.146.178,100,1191,TRUE,10/5/2017 19:16,R_RqwOsJMyV3V4TWp,,,,,40.22639465,-111.6969986,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1536x864,47,Elephant,Male,24,White,"No, not Spanish/Hispanic/Latino","Bachelor's degree (e.g. BS, BA, or AB)","$10,000 to $29,999",I lean toward Republicans,84601,,,,,453.638,453.638,949.012,1,,,,,,,,,,,,,The plaintiff fell and injured her leg.,2,Yes,Yes,100000,One hundred thousand ,No,No,,,,,I decided that Mesa Management should have done a better job of having stairs that are in line with code and do not provide a safe ascent or descent for people that go in and out. I do find the lack of knowledge of the actual crime telling because it is hard to say it is just about the fall or the stairs itself. I still find that Mesa Management should have remodeled the stairs no matter the cost especially if one had fallen before.,The defendant's insurance company,No,No,,,
9/29/2017 13:59,9/29/2017 14:19,IP Address,96.41.0.68,100,1219,TRUE,9/29/2017 14:19,R_UN0X47UhIiSfDHz,,,,,34.09049988,-118.1343994,anonymous,EN,"Yes, I consent",Chrome,49.0.2623.112,Macintosh,1280x800,47,Elephant,Male,24,White,"Yes, Cuban","Bachelor's degree (e.g. BS, BA, or AB)","$50,000 to $99,999",I strongly prefer Democrats,91722,,,,,,,,,,,,,,,,,,,,,The plaintiff fell and injured her leg.,3,Yes,Yes,300000,three hundred thousand dollars,No,No,,,,,"the engineer said the stairs were dangerous
this is the second time someone has fell
management was notified about the danger of the stairs prior to miss dunns fall and they did nothing ",The defendant,Yes,No,,,Unknown
9/30/2017 11:49,9/30/2017 12:15,IP Address,69.170.84.84,100,1595,TRUE,9/30/2017 12:15,R_2ASgU1CFmXsnLq6,,,,,31.63929749,-98.97699738,anonymous,EN,"Yes, I consent",Firefox,55,Windows NT 6.3,1920x1080,47,Elephant,Female,49,White,"No, not Spanish/Hispanic/Latino","Bachelor's degree (e.g. BS, BA, or AB)","$10,000 to $29,999",I have no preference for either party,76823,,,,,,,,,0,0,962.906,0,,,,,,,,,The plaintiff fell and injured her leg.,3,Yes,Yes,130000,One Hundred Thirty Thousand dollars,No,No,,,,,I believe that the company already knew that there was a possible chance for someone falling because it has happened before.  They took a chance not doing anything after the last fall.  This time they fixed the stairs after this tenant fell.  This seems to let you know that they knew it was too steep.  What if this would have happened to someone older.  Trying to carry something down steep stairs is always dangerous.   ,The defendant's insurance company,Yes,No,,,Unknown
9/30/2017 12:06,9/30/2017 12:28,IP Address,73.173.228.88,100,1334,TRUE,9/30/2017 12:28,R_SZvG22E40Zoqo3D,,,,,39.13169861,-77.28800201,anonymous,EN,"Yes, I consent",Edge,15.15063,Windows NT 10.0,1518x853,47,Elephant,Male,43,Asian,"No, not Spanish/Hispanic/Latino","Bachelor's degree (e.g. BS, BA, or AB)","$100,000 to $199,999",I have no preference for either party,20876,,,,,,,,,521.08,545.903,918.21,3,,,,,,,,,The plaintiff fell and injured her leg.,3,Yes,Yes,180000,One Hundred Eighty Thousand,No,No,,,,,Mesa Management Company was negligent as they did not do anything when another person injured himself while going down the stairs. They knew that they were negligent as they took it upon themselves to make changes to the stairs after Ms Dunn fell.,The defendant's insurance company,Yes,Yes,I made sure that someone will pay for the injuries that the plaintiff suffered.,,Unknown
9/30/2017 12:42,9/30/2017 13:03,IP Address,24.234.202.223,100,1241,TRUE,9/30/2017 13:03,R_2Yfiaoo88UWGFno,,,,,36.17500305,-115.1371994,anonymous,EN,"Yes, I consent",Chrome,60.0.3112.114,CrOS x86_64 9592.96.0,1366x768,47,Elephant,Male,44,Asian,"No, not Spanish/Hispanic/Latino",Some college credit,"$50,000 to $99,999",I lean toward Republicans,89121,,,,,,,,,0,0,956.371,0,,,,,,,,,The plaintiff fell and injured her leg.,3,Yes,Yes,180000,one hundred and eighty thousand,No,No,,,,,"If Mesa Managment truly believed the staircase was safe, they would not have changed the design.  The change of design suggests that they know the staircase was unsafe, but they didn't want to admit it.",The defendant's insurance company,No,No,,,Unknown
9/30/2017 13:40,9/30/2017 14:08,IP Address,73.128.105.17,100,1692,TRUE,9/30/2017 14:08,R_2PhX5YaGLwIhKPo,,,,,39.01249695,-75.60510254,anonymous,EN,"Yes, I consent",Chrome,60.0.3112.113,Windows NT 10.0,1920x1200,47,Elephant,Female,37,Asian,"No, not Spanish/Hispanic/Latino",Associate's degree (e.g. AA or AS),"$30,000 to $49,999",I lean toward Democrats,19943,,,,,,,,,0,0,956.758,0,,,,,,,,,The plaintiff fell and injured her leg.,3,Yes,Yes,130000,One hundred and thirty thousand,No,No,,,,,"I believe that the company was negligent because of how the stairs was built in an increased angle that is unsafe, didn't correct the issue after when the first person fell, they redesigned the stairs after this fall but said in court that there was no way that they stairs could have been built differently or made safer for the residents. Even if the plaintiff lost her balance, it was probably because the stairs were awkward and steep and the injury was more serious because of how far she fell to the bottom instead of on a landing midway down.",The defendant's insurance company,No,No,,,Unknown
9/30/2017 14:54,9/30/2017 15:08,IP Address,173.27.178.94,100,861,TRUE,9/30/2017 15:08,R_1C7al1YkflsGhMp,,,,,43.05999756,-91.05680084,anonymous,EN,"Yes, I consent",Firefox,55,Windows NT 10.0,1920x1080,47,Elephant,Male,26,White,"No, not Spanish/Hispanic/Latino",High school graduate (diploma or GED),"$10,000 to $29,999",I have no preference for either party,54601,,,,,,,,,0,0,4.391,0,,,,,,,,,The plaintiff fell and injured her leg.,3,Yes,Yes,150000,one hundred fifty thousand,No,No,,,,,I feel the fact that others have fallen is a big sign that it is just not this woman that was injured and may be the fault of building planner.,,No,No,,,Unknown
9/30/2017 18:52,9/30/2017 19:13,IP Address,99.21.65.32,100,1251,TRUE,9/30/2017 19:13,R_3KvdcjSrO0KCZM7,,,,,37.56700134,-121.9828949,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Macintosh,1440x900,47,Elephant,Male,26,Asian,"No, not Spanish/Hispanic/Latino","Bachelor's degree (e.g. BS, BA, or AB)","$50,000 to $99,999",I lean toward Democrats,94116,,,,,,,,,0,0,1064.145,0,,,,,,,,,The plaintiff fell and injured her leg.,3,Yes,Yes,50000,fifty thousand,No,No,,,,,I think the stairs were really too steep as it was reviewed by an expert as well. i think the management company should be responsible,The defendant,Yes,Yes,I think we have to find who is responsible first,,Unknown
9/30/2017 21:22,9/30/2017 21:44,IP Address,73.12.210.136,100,1341,TRUE,9/30/2017 21:44,R_pQ4KE2L4Rk9bnwZ,,,,,37.97529602,-121.3244019,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 6.3,1440x900,47,Elephant,Female,59,White,"No, not Spanish/Hispanic/Latino",Some college credit,"$50,000 to $99,999",I lean toward Democrats,95204,,,,,,,,,0,0,1073.204,0,,,,,,,,,The plaintiff fell and injured her leg.,3,Yes,Yes,280000,two hundred eighty thousand,No,No,,,,,Because it was not proven at all that the plaintiff caused any of her own injuries. Someone else had also fallen down these stairs in the past and nothing was done to make the stairs safer after the first fall. ,The defendant's insurance company,No,No,,,Unknown
9/30/2017 21:56,9/30/2017 22:16,IP Address,66.87.133.118,100,1171,TRUE,9/30/2017 22:16,R_2AEknd2d2fvCnsd,,,,,35.22709656,-80.8431015,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.98,Android 6.0.1,412x732,47,Elephant,Female,33,White,"Yes, Puerto Rican",Some college credit,"$50,000 to $99,999",I have no preference for either party,28326,,,,,,,,,0,0,957.601,0,,,,,,,,,The plaintiff fell and injured her leg.,3,Yes,Yes,150000,,No,No,,,,,I think that the stairs were to steap and they needed to make them better. Two people fell down and got hurt. ,The defendant's insurance company,No,No,,,Unknown
10/1/2017 0:46,10/1/2017 1:07,IP Address,68.224.5.71,100,1237,TRUE,10/1/2017 1:07,R_1FbKJHFUns6Sd5P,,,,,36.11000061,-115.2117996,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1536x864,47,Elephant,Female,51,White,"No, not Spanish/Hispanic/Latino",Some college credit,"$50,000 to $99,999",I have no preference for either party,89148,,,,,,,,,0,0,955.115,0,,,,,,,,,The plaintiff fell and injured her leg.,3,Yes,Yes,160000,One hundred sixty thousand dollars,No,No,,,,,I believe Mesa Management was negligent because of the previous tenant's fall and also that they decided the correct the stairs. If there was no problem with the stairs why did they feel the need to fix them?,The defendant's insurance company,Yes,No,,,Unknown
10/1/2017 1:09,10/1/2017 1:31,IP Address,98.144.251.73,100,1303,TRUE,10/1/2017 1:31,R_3jSZuwnXG6W983r,,,,,42.88630676,-87.88829803,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 6.3,1920x1080,47,Elephant,Male,36,White,"No, not Spanish/Hispanic/Latino","Master's degree (e.g. MBA, MA, or MS)","$10,000 to $29,999",I lean toward Democrats,53110,,,,,,,,,732.087,732.087,1005.053,1,,,,,,,,,The plaintiff fell and injured her leg.,3,Yes,Yes,100000,one hundred thousand,No,No,,,,,The stairs had been too steep and were changed after the accident.,,No,No,,,Unknown
10/1/2017 1:20,10/1/2017 1:40,IP Address,99.109.98.84,100,1163,TRUE,10/1/2017 1:40,R_AbNwsPYff2lTF0l,,,,,32.85920715,-97.08190155,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 6.1,1536x864,47,Elephant,Male,47,White,"No, not Spanish/Hispanic/Latino","Master's degree (e.g. MBA, MA, or MS)","$100,000 to $199,999",I strongly prefer Democrats,76039,,,,,,,,,0,0,952.177,0,,,,,,,,,The plaintiff fell and injured her leg.,3,Yes,Yes,100000,One hundred thousand,No,No,,,,,I believed her expert - I think it was the steepness of the stairs that caused the injury. also the fact that they went back and fixed the stairs with a landing is evidence enough for me.,The defendant's insurance company,Yes,No,,,Unknown
10/1/2017 1:52,10/1/2017 2:12,IP Address,73.231.79.179,100,1193,TRUE,10/1/2017 2:12,R_2aaHUGJgrluLn3x,,,,,37.81159973,-122.2420044,anonymous,EN,"Yes, I consent",Chrome,62.0.3202.38,Windows NT 10.0,1920x1080,47,Elephant,Male,37,White,"No, not Spanish/Hispanic/Latino",High school graduate (diploma or GED),"$10,000 to $29,999",I strongly prefer Democrats,94619,,,,,,,,,105.044,714.498,952.734,4,,,,,,,,,The plaintiff fell and injured her leg.,3,Yes,Yes,200000,two-hundred thousand,No,No,,,,,"While the stairs were up to the legal codes required, mesa management knew they were potentially risky from the previous fall and did nothing. My primary reason for finding them at fault was that they claimed there was no way to address the problem, but then  redesigned the stairs anyway after the second fall. So they could have prevented this and didn't.",The defendant's insurance company,No,No,,,Unknown
10/1/2017 2:34,10/1/2017 2:59,IP Address,71.227.146.253,100,1490,TRUE,10/1/2017 2:59,R_1KyiFpQzBa3TH8y,,,,,47.12780762,-122.2534027,anonymous,EN,"Yes, I consent",Chrome,49.0.2623.112,Windows NT 5.1,1024x768,47,Elephant,Male,34,White,"No, not Spanish/Hispanic/Latino","Bachelor's degree (e.g. BS, BA, or AB)","$10,000 to $29,999",I lean toward Democrats,98390,,,,,,,,,0,0,958.852,0,,,,,,,,,The plaintiff fell and injured her leg.,3,Yes,Yes,280000,two hundred eighty thousand,No,No,,,,,"Regardless of building code, the stairs are too steep, especially when the basement was being used for storage purposes. If people are going to be carrying items down some stairs, it needs to be safer. But furthermore, there was a previous person who got hurt showing that it was a danger to begin with. The business should have done something after the initial injury. I think I recall that she said she was worrying about the stair steepness or something every time she came down once a month.",The defendant's insurance company,Yes,No,,,Unknown
10/1/2017 7:06,10/1/2017 7:27,IP Address,148.74.229.164,100,1294,TRUE,10/1/2017 7:27,R_2QK7jZaJqXEKXsp,,,,,40.57080078,-74.53739929,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1600x900,47,Elephant,Male,26,White,"No, not Spanish/Hispanic/Latino","Bachelor's degree (e.g. BS, BA, or AB)","$30,000 to $49,999",I have no preference for either party,7921,,,,,,,,,0,0,957.079,0,,,,,,,,,The plaintiff fell and injured her leg.,3,Yes,Yes,80000,eighty thousand,No,No,,,,,"The defendant offered no proof of her negligence. The stairs had been complained about before and there was no response. Even if they had put up a sign that said ""watch your step"" I would have sided with the defendant. But they didn't do anything. She should be paid for the surgery and doctors visits and any missed work time. That is it. Your quality of life does not change much from a broken ankle, especially when your physical therapy is being paid for.  ",The defendant's insurance company,No,No,,,Unknown
10/1/2017 11:13,10/1/2017 11:31,IP Address,71.226.124.44,100,1091,TRUE,10/1/2017 11:31,R_2BzCEQST5iVTczw,,,,,32.3117981,-110.9259033,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Macintosh,1680x1050,47,Elephant,Male,27,White,"No, not Spanish/Hispanic/Latino","Bachelor's degree (e.g. BS, BA, or AB)","$100,000 to $199,999",I have no preference for either party,85750,,,,,,,,,0,0,953.896,0,,,,,,,,,The plaintiff fell and injured her leg.,3,Yes,Yes,150000,One hundred and fifty thousand,No,No,,,,,"The fact that another person had fallen, and that the management changed the staircase after her fall led me to believe that they were aware and negligent in fixing the staircase before she had her fall.",The defendant's insurance company,No,No,,,
10/1/2017 14:50,10/1/2017 15:10,IP Address,198.137.20.70,100,1215,TRUE,10/1/2017 15:10,R_3kNTStaN2X4xJ6q,,,,,33.9499054,-83.375,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1366x768,47,Elephant,Male,22,Black or African American,"No, not Spanish/Hispanic/Latino",Some college credit,"$30,000 to $49,999",I have no preference for either party,30609,,,,,,,,,5.874,819.172,947.584,2,,,,,,,,,The plaintiff fell and injured her leg.,3,Yes,Yes,205000,Two hundred five thousand,No,No,,,,,"After the first time that someone was injured on the stairs, Mesa Management should have employed a strategy to make sure that the stairs were safe for other to use. Additionally, Mesa Management should have protected themselves due to the inherent negligible behavior of people",The defendant's insurance company,No,No,,,
10/1/2017 17:04,10/1/2017 17:23,IP Address,68.33.30.98,100,1163,TRUE,10/1/2017 17:23,R_2xRh3Uft9rzI076,,,,,39.11480713,-77.24620056,anonymous,EN,"Yes, I consent",Edge,13.10586,Windows NT 10.0,1280x720,47,Elephant,Male,39,White,"No, not Spanish/Hispanic/Latino","Master's degree (e.g. MBA, MA, or MS)","$100,000 to $199,999",I lean toward Republicans,20878,,,,,,,,,358.43,960.184,1011.804,3,,,,,,,,,The plaintiff fell and injured her leg.,3,Yes,Yes,100000,one hundred thousand dollars,No,No,,,,,"I don't see how the plaintiff could have been negligent. The defendant, on the other hand, clearly had known others to fall on these stairs and then redesigned them afterwards.",The defendant's insurance company,No,No,,,
